age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out
34,F,African-American,25 - 45,High,Male,8,37.0,10,0,2014-04-03 02:53:54,2014-04-24 10:41:00
31,F,African-American,25 - 45,Medium,Male,7,-1.0,7,1,2013-04-07 08:22:22,2013-06-24 06:50:46
20,F,African-American,Less than 25,Medium,Male,1,-26.0,6,1,2014-08-28 07:11:04,2014-09-13 12:27:54
28,M,Caucasian,25 - 45,Low,Male,0,0.0,3,0,2014-03-14 03:35:23,2014-03-27 08:45:42
36,F,Caucasian,25 - 45,Medium,Female,3,-1.0,5,0,2014-11-16 10:19:44,2015-06-02 03:53:44
67,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,2013-01-25 03:23:20,2013-01-26 09:12:07
37,F,African-American,25 - 45,High,Male,11,-479.0,8,0,2013-08-07 07:55:58,2014-03-17 03:43:28
33,F,Hispanic,25 - 45,Low,Male,0,0.0,1,0,2013-11-28 02:33:43,2013-11-29 08:55:05
20,F,Hispanic,Less than 25,High,Male,1,-189.0,8,1,2013-07-12 04:18:27,2013-07-13 03:03:05
36,M,Hispanic,25 - 45,Medium,Male,3,-1.0,7,0,2013-04-15 05:08:44,2013-05-18 08:51:09
54,F,Other,Greater than 45,Low,Male,2,-1.0,1,0,2013-05-23 04:47:12,2014-09-16 06:17:36
40,F,Caucasian,25 - 45,Low,Male,4,-80.0,3,0,2013-08-18 01:02:37,2013-11-04 12:02:25
59,F,Caucasian,Greater than 45,High,Male,35,-1.0,9,0,2014-09-25 01:56:21,2015-06-16 07:07:55
52,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2013-02-15 07:20:36,2013-02-16 07:12:26
45,F,African-American,Greater than 45,Medium,Male,17,-1.0,7,1,2013-12-22 06:16:26,2014-02-07 03:27:47
27,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,2013-02-21 07:24:46,2013-02-22 09:27:19
42,O,Caucasian,25 - 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
22,F,Caucasian,Less than 25,High,Male,1,-1.0,9,0,2013-07-31 02:58:40,2013-08-01 09:55:06
34,F,African-American,25 - 45,High,Male,16,-1.0,10,0,2013-05-14 03:58:16,2014-04-15 06:17:07
36,F,Caucasian,25 - 45,Medium,Male,9,-42.0,7,0,2013-01-08 03:25:44,2013-01-09 02:55:36
20,F,African-American,Less than 25,Low,Male,0,-5.0,3,0,2014-04-17 06:00:11,2014-04-18 07:34:45
40,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,2014-11-27 04:39:17,2014-11-28 01:49:05
30,M,Caucasian,25 - 45,High,Male,1,0.0,8,1,2013-04-12 05:23:21,2013-04-12 08:19:16
40,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-10-25 03:53:29,2014-10-26 01:36:43
42,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,2013-10-23 09:26:43,2013-10-24 01:16:59
24,F,African-American,Less than 25,Low,Male,2,0.0,3,1,2013-05-01 05:10:52,2013-05-03 03:49:31
44,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-06-16 10:49:21,2014-06-17 01:43:25
46,F,Caucasian,Greater than 45,Low,Male,4,-5.0,2,0,2013-03-08 11:15:24,2013-03-11 03:23:55
38,F,African-American,25 - 45,Low,Male,4,0.0,3,0,2014-02-06 12:36:29,2014-02-06 09:10:10
39,F,Hispanic,25 - 45,Low,Male,2,-113.0,1,1,2013-05-07 12:41:47,2013-08-20 10:59:38
25,F,Caucasian,25 - 45,Low,Male,0,-3.0,2,0,2014-07-25 05:35:31,2014-07-26 01:02:28
47,F,Caucasian,Greater than 45,High,Male,10,-240.0,8,0,2013-08-26 01:12:01,2013-10-01 10:35:14
26,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,2014-04-21 05:26:28,2014-04-22 06:57:30
32,M,Hispanic,25 - 45,Low,Female,0,-1.0,3,1,2014-07-06 10:24:03,2014-07-14 08:44:40
21,F,Caucasian,Less than 25,High,Male,0,-2.0,10,0,2014-04-16 09:43:05,2014-04-17 08:28:12
26,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,2014-01-31 07:36:44,2014-02-01 08:44:54
54,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,2014-03-15 06:43:38,2014-03-16 09:21:10
63,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,2014-06-20 02:16:18,2014-06-20 08:32:52
48,O,Caucasian,Greater than 45,Low,Female,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
38,O,Caucasian,25 - 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
24,F,African-American,Less than 25,Medium,Female,0,-1.0,7,0,2014-05-01 07:32:12,2014-05-03 02:02:15
35,F,Caucasian,25 - 45,Low,Female,3,-11.0,3,0,2014-08-28 02:12:57,2014-08-28 09:16:02
27,F,Hispanic,25 - 45,Low,Male,2,-10.0,3,0,2013-08-03 10:33:08,2013-08-13 10:45:31
25,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,2014-05-25 02:22:42,2014-05-26 06:39:43
61,F,Caucasian,Greater than 45,Low,Male,1,0.0,4,0,2013-09-27 04:19:45,2013-09-28 05:16:53
51,M,African-American,Greater than 45,Low,Male,1,-1.0,4,1,2014-03-31 11:58:03,2014-04-01 01:23:30
26,M,African-American,25 - 45,High,Male,3,-1.0,9,0,2013-04-17 03:45:48,2013-09-12 10:31:00
57,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-05-04 12:03:36,2013-06-01 05:43:28
24,M,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,2013-12-22 06:05:43,2013-12-23 07:54:43
34,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,2013-04-18 08:16:22,2013-04-19 07:23:23
40,F,Other,25 - 45,Low,Female,4,-22.0,4,0,2014-03-25 05:02:13,2014-04-15 11:02:29
27,F,Hispanic,25 - 45,Low,Male,1,-1.0,2,0,2013-05-25 11:25:22,2013-05-27 04:29:59
28,M,African-American,25 - 45,Medium,Female,10,15.0,7,1,2013-05-01 12:48:11,2013-05-05 02:08:02
35,M,African-American,25 - 45,High,Male,10,0.0,8,1,2013-05-19 12:58:48,2013-05-20 02:43:09
30,F,African-American,25 - 45,Medium,Male,6,0.0,6,1,2013-01-03 01:22:48,2013-01-04 06:15:58
53,F,Other,Greater than 45,Medium,Male,1,733.0,5,0,2015-03-11 07:45:41,2015-03-16 09:42:12
44,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-11-10 03:52:01,2013-11-11 07:55:14
55,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-09-19 11:43:11,2014-09-20 06:58:42
57,M,Caucasian,Greater than 45,Low,Male,3,-1.0,3,1,2013-04-17 03:45:48,2013-09-12 10:31:00
37,F,Asian,25 - 45,Low,Male,1,-1.0,2,0,2014-05-09 11:41:33,2014-05-10 08:29:05
54,F,Caucasian,Greater than 45,Low,Male,3,-1.0,3,0,2013-04-17 03:45:48,2013-09-12 10:31:00
45,M,African-American,Greater than 45,Medium,Male,1,-84.0,6,0,2014-02-21 10:54:21,2014-02-22 05:05:34
61,F,Caucasian,Greater than 45,Medium,Male,10,-1.0,6,0,2013-10-02 11:48:45,2013-10-25 08:32:28
27,F,African-American,25 - 45,Medium,Male,7,-13.0,5,0,2014-06-20 10:34:38,2014-07-03 06:03:33
22,F,Caucasian,Less than 25,High,Male,2,-1.0,8,0,2014-09-14 07:10:47,2015-09-16 05:04:13
26,F,African-American,25 - 45,High,Male,1,-1.0,9,1,2013-09-13 11:20:38,2013-09-14 07:13:20
29,F,African-American,25 - 45,Medium,Male,4,0.0,6,0,2013-01-03 03:27:49,2013-06-25 06:29:48
48,F,African-American,Greater than 45,Medium,Male,10,-1.0,7,1,2014-09-19 03:50:41,2014-09-23 06:15:00
42,M,African-American,25 - 45,Low,Male,4,0.0,1,0,2013-12-29 04:03:24,2013-12-29 07:27:08
38,F,Caucasian,25 - 45,High,Male,10,-1.0,8,1,2014-06-14 07:54:48,2014-06-15 01:26:31
39,F,African-American,25 - 45,Low,Male,4,-32.0,2,0,2013-07-05 12:39:54,2013-07-12 08:26:45
53,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,2013-12-15 12:10:10,2013-12-16 01:08:05
38,O,African-American,25 - 45,Low,Male,0,-1.0,2,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
26,M,African-American,25 - 45,High,Male,3,-1.0,10,1,2013-01-16 07:22:02,2013-01-18 05:35:35
24,F,Caucasian,Less than 25,High,Male,4,0.0,8,0,2014-02-11 02:04:53,2014-03-19 12:12:44
22,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,2013-03-20 01:58:27,2013-03-21 01:08:42
42,F,African-American,25 - 45,Low,Male,2,0.0,1,0,2014-06-10 02:18:41,2014-06-11 03:35:02
50,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,7,0,2014-02-11 04:53:10,2014-03-13 10:02:48
44,M,Caucasian,25 - 45,Medium,Male,16,-1.0,7,0,2013-01-25 06:55:19,2013-04-17 04:51:55
24,F,African-American,Less than 25,Medium,Male,4,-1.0,6,1,2014-10-06 01:51:55,2014-10-07 06:59:41
21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,2013-02-19 05:17:20,2013-02-20 09:03:47
50,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-05-11 03:05:18,2013-05-13 07:50:55
36,M,Caucasian,25 - 45,Low,Female,0,0.0,1,0,2014-02-08 04:16:48,2014-02-09 06:28:32
30,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
31,O,African-American,25 - 45,Medium,Female,0,-1.0,5,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2013-03-28 05:41:23,2013-05-21 11:04:40
24,F,African-American,Less than 25,Low,Female,2,729.0,4,0,2015-03-11 11:49:34,2015-03-25 08:27:11
54,F,African-American,Greater than 45,Medium,Female,7,-1.0,6,0,2013-05-11 09:03:48,2013-05-30 05:36:11
37,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,2014-11-08 07:53:10,2014-11-09 01:56:33
28,O,African-American,25 - 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
29,M,African-American,25 - 45,Low,Male,0,0.0,2,0,2013-08-07 04:13:32,2013-08-08 01:51:29
24,F,African-American,Less than 25,Medium,Male,7,49.0,7,0,2014-08-19 01:32:20,2014-09-16 06:17:54
26,M,Caucasian,25 - 45,Medium,Male,0,-1.0,6,0,2014-01-25 11:17:21,2014-01-26 08:05:58
41,F,African-American,25 - 45,Low,Male,3,-1.0,4,1,2014-02-06 06:40:05,2014-02-07 09:07:57
23,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,2014-02-11 03:14:34,2014-02-13 09:26:10
50,O,African-American,Greater than 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
34,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2013-11-17 08:34:35,2013-11-18 08:26:12
31,F,Caucasian,25 - 45,Medium,Male,11,0.0,7,1,2014-12-03 12:55:07,2014-12-15 09:19:24
20,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,2013-12-23 07:21:11,2013-12-25 03:56:33
49,F,African-American,Greater than 45,Medium,Male,10,-1.0,6,1,2014-03-23 05:30:50,2014-05-06 04:48:05
26,F,African-American,25 - 45,High,Male,4,0.0,8,1,2014-05-10 12:21:42,2014-05-11 01:42:50
39,F,Caucasian,25 - 45,Medium,Male,2,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
23,F,Other,Less than 25,Low,Male,1,-1.0,4,0,2013-04-17 03:45:48,2013-09-12 10:31:00
28,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,2014-01-09 09:19:35,2014-01-10 07:51:13
26,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-01-09 10:58:44,2013-01-10 01:20:58
39,F,Hispanic,25 - 45,Medium,Female,1,-31.0,6,0,2014-08-22 07:45:10,2014-09-20 12:38:59
55,F,African-American,Greater than 45,Low,Male,1,-1.0,4,0,2013-03-30 08:52:46,2013-03-31 02:25:58
22,M,African-American,Less than 25,High,Male,0,-1.0,9,0,2013-04-24 01:27:25,2013-04-26 04:29:27
26,M,African-American,25 - 45,Low,Female,0,-1.0,4,0,2014-02-15 02:28:22,2014-02-16 09:23:55
56,M,Other,Greater than 45,Low,Male,0,0.0,1,0,2013-02-10 07:14:52,2013-02-11 07:22:42
66,F,Caucasian,Greater than 45,Low,Male,1,331.0,1,0,2014-01-24 10:33:08,2014-07-10 12:38:49
46,F,Other,Greater than 45,Low,Male,2,-1.0,3,0,2013-10-22 04:07:57,2013-10-23 04:12:28
58,F,African-American,Greater than 45,Medium,Male,16,-1.0,6,1,2014-05-01 01:36:34,2014-07-08 11:23:49
28,F,African-American,25 - 45,Medium,Male,4,-1.0,7,0,2013-03-24 11:47:45,2013-04-23 09:07:38
33,F,African-American,25 - 45,Medium,Male,8,-1.0,6,1,2013-01-30 11:49:24,2013-02-01 09:53:16
39,O,Hispanic,25 - 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
34,F,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2014-11-11 07:12:30,2014-11-12 09:13:18
31,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,2014-01-04 09:31:56,2014-01-05 01:37:46
26,M,African-American,25 - 45,Medium,Male,1,0.0,5,0,2013-01-15 05:01:03,2013-01-15 06:43:13
35,M,African-American,25 - 45,Medium,Male,4,-1.0,5,0,2013-04-17 03:45:48,2013-09-12 10:31:00
41,F,Caucasian,25 - 45,Medium,Female,12,-45.0,7,1,2014-01-24 08:31:19,2014-02-04 06:41:24
42,M,African-American,25 - 45,Low,Male,5,-1.0,2,0,2014-04-27 02:12:19,2014-06-24 11:02:35
34,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2013-04-12 08:57:34,2013-04-13 08:11:57
29,F,African-American,25 - 45,High,Male,9,-1.0,9,0,2014-06-05 09:12:54,2014-06-07 04:01:04
33,F,Other,25 - 45,Low,Male,0,-1.0,1,0,2013-04-25 06:50:35,2013-04-26 08:17:42
32,F,African-American,25 - 45,Low,Female,0,-1.0,2,0,2014-02-15 03:23:21,2014-02-16 02:27:00
37,F,African-American,25 - 45,Medium,Male,9,0.0,6,1,2013-09-13 03:59:13,2013-09-14 04:59:30
50,F,African-American,Greater than 45,Medium,Male,1,-22.0,5,0,2013-05-15 11:16:40,2013-05-16 02:04:44
22,M,African-American,Less than 25,Medium,Female,0,0.0,5,0,2014-04-30 02:56:20,2014-05-02 06:01:00
35,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,2013-09-11 10:29:21,2013-09-14 03:06:09
47,M,Caucasian,Greater than 45,Low,Female,0,-6.0,3,1,2013-12-05 05:51:54,2013-12-09 10:02:46
26,F,Caucasian,25 - 45,Low,Male,1,-39.0,4,0,2014-06-05 07:42:57,2014-06-06 02:31:51
52,F,African-American,Greater than 45,High,Female,8,-1.0,9,0,2013-05-01 09:03:54,2013-06-13 10:32:00
27,F,African-American,25 - 45,Low,Female,3,-1.0,4,0,2014-11-19 01:43:09,2014-11-21 04:07:01
29,O,Caucasian,25 - 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
26,F,African-American,25 - 45,Medium,Male,5,-1.0,7,1,2013-12-17 06:58:28,2013-12-23 08:06:12
36,M,African-American,25 - 45,High,Male,1,-1.0,9,1,2013-04-17 03:45:48,2013-09-12 10:31:00
24,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,2014-07-11 04:09:16,2014-07-13 08:48:14
45,F,African-American,Greater than 45,Low,Male,13,-1.0,1,1,2014-07-01 09:40:24,2014-07-02 09:22:59
29,O,African-American,25 - 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
29,F,African-American,25 - 45,Low,Male,1,-36.0,1,0,2014-08-21 12:22:40,2014-08-26 03:50:17
48,F,Caucasian,Greater than 45,Low,Male,2,-1.0,3,0,2014-08-21 10:09:55,2014-08-31 08:55:26
19,M,Other,Less than 25,High,Male,0,-1.0,9,1,2014-10-07 03:10:54,2014-10-08 08:30:31
41,F,African-American,25 - 45,Low,Male,8,-1.0,2,1,2013-02-19 03:10:42,2013-02-20 09:19:43
24,M,African-American,Less than 25,Low,Male,0,0.0,2,0,2014-03-15 01:13:11,2014-03-16 08:35:16
49,M,Caucasian,Greater than 45,Low,Male,6,0.0,2,0,2014-07-25 01:57:05,2014-07-28 11:10:06
29,M,African-American,25 - 45,Low,Male,4,-5.0,3,0,2014-07-10 04:57:14,2014-07-13 06:14:20
21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,2013-01-30 07:13:30,2013-01-31 07:16:59
54,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-01-26 07:42:36,2013-01-27 01:56:31
49,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-11-10 11:42:59,2014-01-23 05:55:25
42,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,2013-02-13 12:16:53,2013-12-03 10:21:52
21,F,African-American,Less than 25,Low,Male,1,0.0,4,1,2014-01-01 03:28:34,2014-01-02 12:12:34
61,F,African-American,Greater than 45,Low,Male,30,-56.0,4,0,2013-08-28 12:56:40,2013-10-17 12:53:19
46,F,Caucasian,Greater than 45,High,Male,5,0.0,8,1,2013-02-08 05:09:11,2013-02-08 02:00:40
74,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-10-20 12:02:11,2013-10-21 09:18:21
38,F,Hispanic,25 - 45,Low,Female,0,0.0,1,0,2013-01-03 02:25:14,2013-01-03 06:46:16
75,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
39,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,2013-04-08 08:24:50,2013-04-09 02:11:07
43,M,Caucasian,25 - 45,Low,Male,3,-1.0,1,0,2014-08-20 09:11:05,2014-08-24 04:40:31
39,M,Caucasian,25 - 45,Low,Female,0,-1.0,-1,0,2013-05-11 05:10:47,2013-05-12 05:55:20
38,F,African-American,25 - 45,Low,Female,0,-1.0,1,0,2013-04-13 02:34:02,2013-04-17 11:11:49
19,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,2014-12-01 05:57:40,2014-12-02 09:46:35
28,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,2013-04-13 06:05:38,2013-04-14 07:43:28
53,F,African-American,Greater than 45,Low,Male,2,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
25,F,African-American,25 - 45,Medium,Male,1,-1.0,6,1,2013-02-05 07:43:26,2013-03-06 06:27:56
53,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-04-04 11:14:20,2013-04-05 09:47:00
27,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2014-07-27 05:05:25,2014-07-30 05:50:51
53,F,African-American,Greater than 45,Medium,Male,4,-1.0,7,0,2013-04-17 03:45:48,2013-09-12 10:31:00
32,F,Caucasian,25 - 45,Medium,Male,8,-1.0,5,0,2014-07-04 11:42:08,2014-07-05 08:35:49
57,F,Caucasian,Greater than 45,Low,Male,3,128.0,1,0,2014-12-18 11:32:34,2015-01-29 06:20:12
23,F,African-American,Less than 25,High,Male,2,-1.0,9,0,2013-01-29 05:48:24,2013-04-16 01:26:37
55,F,Caucasian,Greater than 45,High,Male,33,-1.0,9,1,2013-03-23 03:20:19,2013-11-20 04:58:00
64,F,Caucasian,Greater than 45,Low,Female,1,-1.0,1,0,2013-10-09 04:50:03,2013-10-10 09:49:38
23,M,African-American,Less than 25,Medium,Male,1,-1.0,7,1,2014-01-10 08:09:37,2014-02-06 09:07:24
25,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,2014-06-13 09:40:36,2014-06-14 08:12:15
38,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
23,F,African-American,Less than 25,High,Male,4,-1.0,8,1,2013-12-21 06:33:58,2013-12-22 04:20:12
41,F,Hispanic,25 - 45,Low,Female,0,0.0,1,0,2014-03-03 02:43:25,2014-03-03 05:22:22
27,F,Caucasian,25 - 45,High,Female,7,-1.0,9,0,2013-04-23 10:12:23,2013-05-16 05:36:40
53,M,Other,Greater than 45,Low,Male,0,0.0,1,0,2013-09-03 03:51:17,2013-09-03 09:08:08
34,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2013-11-30 04:17:12,2013-12-02 11:39:59
24,F,Hispanic,Less than 25,Low,Male,0,-1.0,1,1,2014-05-16 05:57:24,2014-05-17 08:05:25
28,F,African-American,25 - 45,High,Male,0,-1.0,10,0,2014-07-12 09:05:53,2014-11-07 03:36:32
26,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,2013-09-08 08:06:42,2013-10-10 10:15:22
31,F,Caucasian,25 - 45,Medium,Female,1,-23.0,5,0,2014-09-30 07:20:55,2014-10-01 02:14:47
32,F,African-American,25 - 45,Low,Female,1,-1.0,4,0,2014-06-29 09:04:45,2014-07-05 08:54:09
27,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2014-12-21 11:24:52,2014-12-22 01:13:57
44,F,Caucasian,25 - 45,Low,Male,4,-1.0,2,0,2013-07-31 07:09:10,2013-08-02 04:53:29
27,F,Caucasian,25 - 45,Low,Female,0,0.0,2,0,2014-02-20 02:52:25,2014-02-25 06:09:33
28,F,Caucasian,25 - 45,High,Male,14,-1.0,9,0,2013-12-30 11:05:49,2013-12-31 07:56:01
55,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-11-20 08:04:03,2013-11-21 08:17:32
22,F,African-American,Less than 25,Low,Female,2,-60.0,4,0,2013-10-24 03:13:54,2013-12-23 02:23:51
36,F,African-American,25 - 45,Medium,Male,15,-1.0,5,0,2014-01-06 11:23:46,2014-01-08 08:09:38
29,F,African-American,25 - 45,High,Male,6,-236.0,8,1,2013-10-29 06:10:09,2013-10-31 02:30:17
23,F,African-American,Less than 25,Low,Male,1,-1.0,4,0,2013-08-25 07:36:07,2013-08-26 07:55:05
56,M,African-American,Greater than 45,Low,Male,1,0.0,1,0,2013-01-03 01:16:58,2013-01-03 01:37:26
27,F,Caucasian,25 - 45,Medium,Male,2,-1.0,6,1,2013-11-16 11:24:45,2013-11-17 08:23:08
28,F,African-American,25 - 45,Low,Male,6,-21.0,4,0,2013-12-19 01:21:04,2014-01-08 07:04:16
37,M,Caucasian,25 - 45,Medium,Male,1,-1.0,6,0,2013-05-25 05:53:02,2013-05-26 08:34:47
38,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2014-11-17 07:14:23,2014-11-18 08:55:23
32,F,African-American,25 - 45,High,Male,1,-1.0,8,1,2013-03-13 08:36:54,2013-03-15 04:37:02
27,F,African-American,25 - 45,Medium,Male,4,-31.0,7,0,2014-02-10 09:37:31,2014-03-13 10:56:36
41,M,African-American,25 - 45,High,Male,18,-1.0,10,1,2013-05-12 05:52:07,2013-06-15 05:29:51
34,F,African-American,25 - 45,High,Male,2,0.0,10,0,2014-01-02 01:31:14,2014-03-12 12:17:00
21,O,African-American,Less than 25,High,Male,0,-1.0,9,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,2014-02-10 11:15:51,2014-02-12 02:25:03
61,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2014-10-17 05:59:12,2014-10-18 08:50:33
58,O,Caucasian,Greater than 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
37,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,2014-08-22 09:07:15,2014-08-23 01:51:00
45,M,African-American,Greater than 45,Low,Male,3,0.0,2,0,2014-02-27 09:17:50,2014-03-01 04:32:54
31,F,African-American,25 - 45,High,Female,14,-1.0,8,0,2013-01-28 12:24:29,2013-01-30 07:55:23
30,F,African-American,25 - 45,Low,Male,0,0.0,1,0,2014-11-18 01:46:20,2014-11-18 01:11:25
42,F,African-American,25 - 45,Medium,Male,7,-1.0,5,1,2014-03-07 11:33:05,2014-03-09 09:14:28
26,O,African-American,25 - 45,Medium,Male,0,-1.0,5,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
26,F,African-American,25 - 45,High,Male,20,-1.0,9,1,2014-07-14 08:30:48,2014-08-13 04:00:19
35,M,African-American,25 - 45,High,Female,1,-1.0,9,0,2013-04-17 03:45:48,2013-09-12 10:31:00
33,F,Caucasian,25 - 45,High,Male,0,0.0,9,1,2013-08-01 12:25:33,2013-08-02 04:52:43
22,M,Caucasian,Less than 25,Low,Male,0,0.0,2,1,2014-02-26 03:59:59,2014-02-27 03:28:57
32,F,Caucasian,25 - 45,Medium,Male,2,-61.0,5,1,2014-03-13 03:55:20,2014-04-11 03:03:42
36,M,African-American,25 - 45,Low,Female,1,0.0,1,0,2013-01-02 12:43:11,2013-01-02 01:12:11
54,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-01-24 02:06:19,2013-01-24 07:10:20
35,F,Hispanic,25 - 45,Low,Female,3,0.0,1,0,2014-07-28 04:50:56,2014-07-31 12:53:43
25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,2013-03-21 06:31:10,2013-08-23 06:39:16
24,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,2014-02-15 07:19:00,2014-03-26 09:44:21
23,M,Hispanic,Less than 25,Medium,Male,0,-1.0,7,0,2013-08-22 07:07:54,2013-08-23 10:48:29
61,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-05-31 03:36:36,2013-05-31 08:16:20
41,F,African-American,25 - 45,Low,Female,6,-1.0,2,0,2014-10-01 01:04:25,2014-10-04 08:23:46
42,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,2013-09-16 06:13:55,2013-09-17 01:54:04
35,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2014-10-01 08:46:24,2014-10-02 08:55:22
28,M,Caucasian,25 - 45,Low,Male,1,0.0,2,1,2013-03-15 12:12:54,2013-03-15 06:50:00
27,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2014-03-18 07:44:35,2014-03-20 12:10:34
24,M,Caucasian,Less than 25,Low,Male,2,-18.0,3,0,2013-02-14 08:04:32,2013-03-01 08:19:07
33,F,African-American,25 - 45,Medium,Male,14,-59.0,5,0,2013-12-10 01:15:13,2013-12-10 01:29:23
32,F,African-American,25 - 45,High,Male,16,-1.0,10,1,2014-09-08 12:20:24,2014-09-09 10:37:51
38,F,Caucasian,25 - 45,Low,Male,0,-7.0,1,0,2013-10-25 02:52:06,2013-11-01 10:33:01
33,M,Caucasian,25 - 45,High,Male,0,-1.0,9,0,2014-05-04 07:15:13,2014-05-05 02:30:34
21,M,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,2013-01-22 11:18:53,2013-01-23 07:03:36
40,F,Caucasian,25 - 45,Low,Male,1,-241.0,1,0,2013-11-30 06:02:12,2014-01-30 11:09:39
27,F,African-American,25 - 45,Medium,Male,1,-1.0,7,1,2013-08-13 01:33:05,2014-01-28 06:28:34
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,2013-08-22 12:52:57,2013-08-22 07:49:32
